0,5478912,5478848,0,262168,0,0
48,5478912,5478848,-2575,262168,0,-99
3,5478912,5478848,-5180,262168,0,-199
-2863,5478912,5478848,-2505,262168,-46,-96
-2819,5478912,5478848,-43,262168,-46,-1
-3237,5478912,5478848,-5159,262168,-53,-198
-5428,5478912,5478848,-2554,262168,-88,-98
-5473,5478912,5478848,-23,262168,-89,0
-5394,5478912,5478848,-5113,262168,-88,-196
-7817,5478912,5478848,-2528,262168,-128,-97
-7107,11731280,5478660,-43,0,-116,-1
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
