0,-2139095040,5495440,0,994342,0,0
19,-2139095040,5495440,2416,994342,0,92
19,-2139095040,5495440,4691,994342,0,180
6141,-2139095040,5495440,1723,994342,100,66
6159,-2139095040,5495440,-529,994342,100,-20
6159,-2139095040,5495440,5619,994342,100,216
12586,-2139095040,5495440,2271,994342,206,87
13601,-2139095040,5495440,-363,994342,222,-13
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
-100,-100,-100,-100,-100,-100,-100
